	-3.268	-5	-34
	-4.134	-3.268	-34
	-5.866	-3.268	-34
	-6.732	-5	-34
	-5.866	-6.732	-34
	-4.134	-6.732	-34
	-3.268	-5	-34
	-3.268	-5	-36
	-4.134	-3.268	-36
	-5.866	-3.268	-36
	-6.732	-5	-36
	-5.866	-6.732	-36
	-4.134	-6.732	-36
	-3.268	-5	-36
	-3.268	-5	-34
	-4.134	-3.268	-36
	-4.134	-3.268	-34
	-5.866	-3.268	-36
	-5.866	-3.268	-34
	-6.732	-5	-36
	-6.732	-5	-34
	-5.866	-6.732	-36
	-5.866	-6.732	-34
	-4.134	-6.732	-36
	-4.134	-6.732	-34
	-3.268	-5	-36
	-3.268	-5	-34
