-50	-50	-50
-50	-45	-50
-45	-45	-50
-45	-50	-50
-50	-50	-50
-45	-50	-50
-45	-45	-50
-40	-45	-50
-40	-50	-50
-45	-50	-50
-40	-50	-50
-40	-45	-50
-35	-45	-50
-35	-50	-50
-40	-50	-50
-35	-50	-50
-35	-45	-50
-30	-45	-50
-30	-50	-50
-35	-50	-50
-30	-50	-50
-30	-45	-50
-25	-45	-50
-25	-50	-50
-30	-50	-50
-25	-50	-50
-25	-45	-50
-20	-45	-50
-20	-50	-50
-25	-50	-50
-20	-50	-50
-20	-45	-50
-15	-45	-50
-15	-50	-50
-20	-50	-50
-15	-50	-50
-15	-45	-50
-10	-45	-50
-10	-50	-50
-15	-50	-50
-10	-50	-50
-10	-45	-50
-5	-45	-50
-5	-50	-50
-10	-50	-50
-5	-50	-50
-5	-45	-50
0	-45	-50
0	-50	-50
-5	-50	-50
0	-50	-50
0	-45	-50
5	-45	-50
5	-50	-50
0	-50	-50
5	-50	-50
5	-45	-50
10	-45	-50
10	-50	-50
5	-50	-50
10	-50	-50
10	-45	-50
15	-45	-50
15	-50	-50
10	-50	-50
15	-50	-50
15	-45	-50
20	-45	-50
20	-50	-50
15	-50	-50
20	-50	-50
20	-45	-50
25	-45	-50
25	-50	-50
20	-50	-50
25	-50	-50
25	-45	-50
30	-45	-50
30	-50	-50
25	-50	-50
30	-50	-50
30	-45	-50
35	-45	-50
35	-50	-50
30	-50	-50
35	-50	-50
35	-45	-50
40	-45	-50
40	-50	-50
35	-50	-50
40	-50	-50
40	-45	-50
45	-45	-50
45	-50	-50
40	-50	-50
45	-50	-50
45	-45	-50
50	-45	-50
50	-50	-50
45	-50	-50

-50	-45	-50
-50	-40	-50
-45	-40	-50
-45	-45	-50
-50	-45	-50
-45	-45	-50
-45	-40	-50
-40	-40	-50
-40	-45	-50
-45	-45	-50
-40	-45	-50
-40	-40	-50
-35	-40	-50
-35	-45	-50
-40	-45	-50
-35	-45	-50
-35	-40	-50
-30	-40	-50
-30	-45	-50
-35	-45	-50
-30	-45	-50
-30	-40	-50
-25	-40	-50
-25	-45	-50
-30	-45	-50
-25	-45	-50
-25	-40	-50
-20	-40	-50
-20	-45	-50
-25	-45	-50
-20	-45	-50
-20	-40	-50
-15	-40	-50
-15	-45	-50
-20	-45	-50
-15	-45	-50
-15	-40	-50
-10	-40	-50
-10	-45	-50
-15	-45	-50
-10	-45	-50
-10	-40	-50
-5	-40	-50
-5	-45	-50
-10	-45	-50
-5	-45	-50
-5	-40	-50
0	-40	-50
0	-45	-50
-5	-45	-50
0	-45	-50
0	-40	-50
5	-40	-50
5	-45	-50
0	-45	-50
5	-45	-50
5	-40	-50
10	-40	-50
10	-45	-50
5	-45	-50
10	-45	-50
10	-40	-50
15	-40	-50
15	-45	-50
10	-45	-50
15	-45	-50
15	-40	-50
20	-40	-50
20	-45	-50
15	-45	-50
20	-45	-50
20	-40	-50
25	-40	-50
25	-45	-50
20	-45	-50
25	-45	-50
25	-40	-50
30	-40	-50
30	-45	-50
25	-45	-50
30	-45	-50
30	-40	-50
35	-40	-50
35	-45	-50
30	-45	-50
35	-45	-50
35	-40	-50
40	-40	-50
40	-45	-50
35	-45	-50
40	-45	-50
40	-40	-50
45	-40	-50
45	-45	-50
40	-45	-50
45	-45	-50
45	-40	-50
50	-40	-50
50	-45	-50
45	-45	-50

-50	-40	-50
-50	-35	-50
-45	-35	-50
-45	-40	-50
-50	-40	-50
-45	-40	-50
-45	-35	-50
-40	-35	-50
-40	-40	-50
-45	-40	-50
-40	-40	-50
-40	-35	-50
-35	-35	-50
-35	-40	-50
-40	-40	-50
-35	-40	-50
-35	-35	-50
-30	-35	-50
-30	-40	-50
-35	-40	-50
-30	-40	-50
-30	-35	-50
-25	-35	-50
-25	-40	-50
-30	-40	-50
-25	-40	-50
-25	-35	-50
-20	-35	-50
-20	-40	-50
-25	-40	-50
-20	-40	-50
-20	-35	-50
-15	-35	-50
-15	-40	-50
-20	-40	-50
-15	-40	-50
-15	-35	-50
-10	-35	-50
-10	-40	-50
-15	-40	-50
-10	-40	-50
-10	-35	-50
-5	-35	-50
-5	-40	-50
-10	-40	-50
-5	-40	-50
-5	-35	-50
0	-35	-50
0	-40	-50
-5	-40	-50
0	-40	-50
0	-35	-50
5	-35	-50
5	-40	-50
0	-40	-50
5	-40	-50
5	-35	-50
10	-35	-50
10	-40	-50
5	-40	-50
10	-40	-50
10	-35	-50
15	-35	-50
15	-40	-50
10	-40	-50
15	-40	-50
15	-35	-50
20	-35	-50
20	-40	-50
15	-40	-50
20	-40	-50
20	-35	-50
25	-35	-50
25	-40	-50
20	-40	-50
25	-40	-50
25	-35	-50
30	-35	-50
30	-40	-50
25	-40	-50
30	-40	-50
30	-35	-50
35	-35	-50
35	-40	-50
30	-40	-50
35	-40	-50
35	-35	-50
40	-35	-50
40	-40	-50
35	-40	-50
40	-40	-50
40	-35	-50
45	-35	-50
45	-40	-50
40	-40	-50
45	-40	-50
45	-35	-50
50	-35	-50
50	-40	-50
45	-40	-50

-50	-35	-50
-50	-30	-50
-45	-30	-50
-45	-35	-50
-50	-35	-50
-45	-35	-50
-45	-30	-50
-40	-30	-50
-40	-35	-50
-45	-35	-50
-40	-35	-50
-40	-30	-50
-35	-30	-50
-35	-35	-50
-40	-35	-50
-35	-35	-50
-35	-30	-50
-30	-30	-50
-30	-35	-50
-35	-35	-50
-30	-35	-50
-30	-30	-50
-25	-30	-50
-25	-35	-50
-30	-35	-50
-25	-35	-50
-25	-30	-50
-20	-30	-50
-20	-35	-50
-25	-35	-50
-20	-35	-50
-20	-30	-50
-15	-30	-50
-15	-35	-50
-20	-35	-50
-15	-35	-50
-15	-30	-50
-10	-30	-50
-10	-35	-50
-15	-35	-50
-10	-35	-50
-10	-30	-50
-5	-30	-50
-5	-35	-50
-10	-35	-50
-5	-35	-50
-5	-30	-50
0	-30	-50
0	-35	-50
-5	-35	-50
0	-35	-50
0	-30	-50
5	-30	-50
5	-35	-50
0	-35	-50
5	-35	-50
5	-30	-50
10	-30	-50
10	-35	-50
5	-35	-50
10	-35	-50
10	-30	-50
15	-30	-50
15	-35	-50
10	-35	-50
15	-35	-50
15	-30	-50
20	-30	-50
20	-35	-50
15	-35	-50
20	-35	-50
20	-30	-50
25	-30	-50
25	-35	-50
20	-35	-50
25	-35	-50
25	-30	-50
30	-30	-50
30	-35	-50
25	-35	-50
30	-35	-50
30	-30	-50
35	-30	-50
35	-35	-50
30	-35	-50
35	-35	-50
35	-30	-50
40	-30	-50
40	-35	-50
35	-35	-50
40	-35	-50
40	-30	-50
45	-30	-50
45	-35	-50
40	-35	-50
45	-35	-50
45	-30	-50
50	-30	-50
50	-35	-50
45	-35	-50

-50	-30	-50
-50	-25	-50
-45	-25	-50
-45	-30	-50
-50	-30	-50
-45	-30	-50
-45	-25	-50
-40	-25	-50
-40	-30	-50
-45	-30	-50
-40	-30	-50
-40	-25	-50
-35	-25	-50
-35	-30	-50
-40	-30	-50
-35	-30	-50
-35	-25	-50
-30	-25	-50
-30	-30	-50
-35	-30	-50
-30	-30	-50
-30	-25	-50
-25	-25	-50
-25	-30	-50
-30	-30	-50
-25	-30	-50
-25	-25	-50
-20	-25	-50
-20	-30	-50
-25	-30	-50
-20	-30	-50
-20	-25	-50
-15	-25	-50
-15	-30	-50
-20	-30	-50
-15	-30	-50
-15	-25	-50
-10	-25	-50
-10	-30	-50
-15	-30	-50
-10	-30	-50
-10	-25	-50
-5	-25	-50
-5	-30	-50
-10	-30	-50
-5	-30	-50
-5	-25	-50
0	-25	-50
0	-30	-50
-5	-30	-50
0	-30	-50
0	-25	-50
5	-25	-50
5	-30	-50
0	-30	-50
5	-30	-50
5	-25	-50
10	-25	-50
10	-30	-50
5	-30	-50
10	-30	-50
10	-25	-50
15	-25	-50
15	-30	-50
10	-30	-50
15	-30	-50
15	-25	-50
20	-25	-50
20	-30	-50
15	-30	-50
20	-30	-50
20	-25	-50
25	-25	-50
25	-30	-50
20	-30	-50
25	-30	-50
25	-25	-50
30	-25	-50
30	-30	-50
25	-30	-50
30	-30	-50
30	-25	-50
35	-25	-50
35	-30	-50
30	-30	-50
35	-30	-50
35	-25	-50
40	-25	-50
40	-30	-50
35	-30	-50
40	-30	-50
40	-25	-50
45	-25	-50
45	-30	-50
40	-30	-50
45	-30	-50
45	-25	-50
50	-25	-50
50	-30	-50
45	-30	-50

-50	-25	-50
-50	-20	-50
-45	-20	-50
-45	-25	-50
-50	-25	-50
-45	-25	-50
-45	-20	-50
-40	-20	-50
-40	-25	-50
-45	-25	-50
-40	-25	-50
-40	-20	-50
-35	-20	-50
-35	-25	-50
-40	-25	-50
-35	-25	-50
-35	-20	-50
-30	-20	-50
-30	-25	-50
-35	-25	-50
-30	-25	-50
-30	-20	-50
-25	-20	-50
-25	-25	-50
-30	-25	-50
-25	-25	-50
-25	-20	-50
-20	-20	-50
-20	-25	-50
-25	-25	-50
-20	-25	-50
-20	-20	-50
-15	-20	-50
-15	-25	-50
-20	-25	-50
-15	-25	-50
-15	-20	-50
-10	-20	-50
-10	-25	-50
-15	-25	-50
-10	-25	-50
-10	-20	-50
-5	-20	-50
-5	-25	-50
-10	-25	-50
-5	-25	-50
-5	-20	-50
0	-20	-50
0	-25	-50
-5	-25	-50
0	-25	-50
0	-20	-50
5	-20	-50
5	-25	-50
0	-25	-50
5	-25	-50
5	-20	-50
10	-20	-50
10	-25	-50
5	-25	-50
10	-25	-50
10	-20	-50
15	-20	-50
15	-25	-50
10	-25	-50
15	-25	-50
15	-20	-50
20	-20	-50
20	-25	-50
15	-25	-50
20	-25	-50
20	-20	-50
25	-20	-50
25	-25	-50
20	-25	-50
25	-25	-50
25	-20	-50
30	-20	-50
30	-25	-50
25	-25	-50
30	-25	-50
30	-20	-50
35	-20	-50
35	-25	-50
30	-25	-50
35	-25	-50
35	-20	-50
40	-20	-50
40	-25	-50
35	-25	-50
40	-25	-50
40	-20	-50
45	-20	-50
45	-25	-50
40	-25	-50
45	-25	-50
45	-20	-50
50	-20	-50
50	-25	-50
45	-25	-50

-50	-20	-50
-50	-15	-50
-45	-15	-50
-45	-20	-50
-50	-20	-50
-45	-20	-50
-45	-15	-50
-40	-15	-50
-40	-20	-50
-45	-20	-50
-40	-20	-50
-40	-15	-50
-35	-15	-50
-35	-20	-50
-40	-20	-50
-35	-20	-50
-35	-15	-50
-30	-15	-50
-30	-20	-50
-35	-20	-50
-30	-20	-50
-30	-15	-50
-25	-15	-50
-25	-20	-50
-30	-20	-50
-25	-20	-50
-25	-15	-50
-20	-15	-50
-20	-20	-50
-25	-20	-50
-20	-20	-50
-20	-15	-50
-15	-15	-50
-15	-20	-50
-20	-20	-50
-15	-20	-50
-15	-15	-50
-10	-15	-50
-10	-20	-50
-15	-20	-50
-10	-20	-50
