1.732	0		1
0.866	1.732	1
-0.866	1.732	1
-1.732	0		1
-0.866	-1.732	1
0.866	-1.732	1
1.732	0		1

1.732	0		-1
0.866	1.732	-1
-0.866	1.732	-1
-1.732	0		-1
-0.866	-1.732	-1
0.866	-1.732	-1
1.732	0		-1

1.732	0		1
0.866	1.732	-1
0.866	1.732	1
-0.866	1.732	-1
-0.866	1.732	1
-1.732	0		-1
-1.732	0		1
-0.866	-1.732	-1
-0.866	-1.732	1
0.866	-1.732	-1
0.866	-1.732	1
1.732	0		-1
1.732	0		1
